λ,KLLS MatVec,PDCO MatVec,KLLS ||Ax-b||,"PDCO, ||Ax-b||"
1.0e-12,2128.0,3926.0,4.831875527291157e-7,0.00791771389931444
1.0e-11,1196.0,4092.0,5.744028617191086e-7,0.014851883866702437
1.0e-10,752.0,11100.0,1.0933552145353953e-6,3.805043342285017e-5
1.0e-9,524.0,9858.0,3.063674765227948e-6,3.2148896456011113e-6
1.0e-8,350.0,7526.0,9.118525087505452e-6,8.691957689307877e-6
1.0e-7,246.0,5560.0,3.308259145904309e-5,4.047333146304378e-5
1.0e-6,162.0,3598.0,0.00013571227970482198,0.00013757039286982077
1.0e-5,134.0,2056.0,0.0005722624827709351,0.0005336974951534619
0.0001,94.0,1142.0,0.001895477506869856,0.0018516438359854784
0.001,58.0,648.0,0.005398918024738295,0.005342133271927394
0.01,40.0,398.0,0.01220918344089954,0.012110587914893825
