iter,dual_obj,r
0,-0.9999999999999996,0.016282659155528394
1,-1.0104334269224016,0.17894812018393455
2,-1.0108020882246431,0.019279892001186072
3,-1.0115305586174475,0.04345307340198893
4,-1.0141431483521999,0.019204262679826112
5,-1.014674745255545,0.03984145233738263
6,-1.022300215746144,0.11787961019312253
7,-1.0296626258252166,0.032018835184056155
8,-1.0323803032788264,0.0596808043276007
9,-1.0326220379732691,0.033179034387862516
10,-1.0332030784023523,0.05936308180440252
11,-1.0363529796976911,0.026918662630529555
12,-1.0396350330633921,0.02724376684990457
13,-1.0424315027734172,0.057872638941390726
14,-1.044438175107099,0.05182954900325546
15,-1.04892347864895,0.0729791262860262
16,-1.0506069346064977,0.07756459253018522
17,-1.0708290691631017,0.11490674411888614
18,-1.0810938895500395,0.05219426185246034
19,-1.083004381470098,0.11050035305390347
20,-1.0847589053655842,0.05669285142522324
21,-1.0854926381086898,0.08729170114289855
22,-1.0863237373020862,0.05648166886353848
23,-1.0873619299135804,0.08084018195868427
24,-1.0899490954978637,0.04037077408754941
25,-1.0944343906187841,0.049255014704445536
26,-1.0977345268260716,0.09692066675778246
27,-1.102151024352204,0.04179245740179312
28,-1.1055582424791002,0.04192291324555202
29,-1.106048800855132,0.054533815235747886
30,-1.1066228113248107,0.02902372179001245
31,-1.107291743095142,0.027155609418908298
32,-1.1092867643794895,0.02308660976612243
33,-1.1104022673197456,0.030751199491709104
34,-1.1118545997652376,0.030977223081749796
35,-1.1151360738109029,0.012605323247669492
36,-1.1166412498919147,0.03366700249843794
37,-1.1167444263955772,0.04772961892332942
38,-1.1195248729465277,0.035603667198546504
39,-1.1197525865979774,0.0312053850959894
40,-1.1203031968428299,0.027625655496901824
41,-1.1205021193287248,0.021604669338867098
42,-1.1208863778503044,0.025004257710687743
43,-1.122028696378539,0.018368323716197277
44,-1.1236136519583226,0.02365172909871686
45,-1.1246630796258472,0.030206425685519296
46,-1.1265702695800766,0.02871798219252113
47,-1.126791241629272,0.027811139945386847
48,-1.1271099197646723,0.03364613762403499
49,-1.1273274457428641,0.02272715143024833
50,-1.1276428741637794,0.010951850024743436
51,-1.1279142311400037,0.013386891093965424
52,-1.1285204479037763,0.008886630147017946
53,-1.1292655801814124,0.011613265818412257
54,-1.1295947173925676,0.028771493970905244
55,-1.1299505333908026,0.01303681547770786
56,-1.1302573758247636,0.03188030403544798
57,-1.1307426815803474,0.01663021514701681
58,-1.1311388990982625,0.01203815621078824
59,-1.1313340570240324,0.014351628321683393
60,-1.1317022159321528,0.010015607233128235
61,-1.1326511268823989,0.011239909622844525
62,-1.13279243414134,0.01790838148302714
63,-1.1331402437247746,0.006797484359015597
64,-1.1334208706807942,0.015627569653585915
65,-1.1334644277119672,0.008509755869673586
66,-1.133594049618905,0.012518784343944158
67,-1.1337309904922375,0.0042359303523474565
68,-1.1338457514672893,0.010308567256457596
69,-1.1340017814572239,0.004970229148131736
70,-1.1341550512566698,0.007066077879323798
71,-1.1343110008942912,0.012810485849570532
72,-1.1344506739688835,0.007936250910989727
73,-1.1346032326057927,0.00913072008908573
74,-1.1347599176487986,0.007805248357129847
75,-1.1350504051056483,0.005910913374531388
76,-1.1352828384897595,0.014130580068211947
77,-1.1354167035092217,0.005812487711030491
