iter,dual_obj,r
0,-0.9999999999999996,0.021125151943409127
1,-1.0036242287594455,0.881689062040464
2,-1.0036252459898605,0.10007180214801512
3,-1.003826137402465,0.07405169060589677
4,-1.0040660026104484,0.048963315155923774
5,-1.0041741408580673,0.03337998330266648
6,-1.0043383808982609,0.04143579014563334
7,-1.0045237722474356,0.03446843749197814
8,-1.0047106619517614,0.02118794602228872
9,-1.0047852587300163,0.01692847879624814
10,-1.0048226363447683,0.009770710524226857
11,-1.0048449941483337,0.008836428825153219
12,-1.0048632480640156,0.00774242338083973
13,-1.0048757811398163,0.0034050823288732856
14,-1.004880533458119,0.00208385698775726
15,-1.0048835079792724,0.0028263469970434695
16,-1.0048863805225918,0.01129294140489498
17,-1.0048878858974697,0.004616735101583025
18,-1.0048888738920838,0.0011472966873445215
19,-1.0048906079970576,0.0022009218337533977
20,-1.0048916647333361,0.00253517454220822
21,-1.0048921348849449,0.0021843660524951394
22,-1.0048924860944335,0.0007924939851446936
23,-1.0048927811529655,0.0005496232569551622
24,-1.0048930042608788,0.0007128098354008205
25,-1.0048931075144705,0.0018263872314673083
26,-1.004893199873768,0.0005045574568150786
27,-1.0048932632613294,0.00028645955884179947
28,-1.0048933212876352,0.0003393064633009287
29,-1.0048933471213328,0.0006582748309885784
30,-1.0048933556922677,0.00045290435106832416
31,-1.0048933657232593,9.947460571009775e-5
32,-1.0048933766569677,0.00022062021688757288
33,-1.0048933818046297,0.00024660041927973965
34,-1.004893387163731,0.00012561558720627995
35,-1.0048933902664259,0.00015494588712112588
36,-1.0048933920569074,9.863802768971033e-5
37,-1.0048933940295877,6.80983581674715e-5
38,-1.004893394783743,0.00012810827901239897
39,-1.0048933955080908,4.442999234218664e-5
40,-1.0048933961024071,2.658839520814962e-5
41,-1.004893396347324,8.400419941302868e-5
42,-1.0048933964602467,4.220477759062431e-5
43,-1.0048933965869833,1.492517118992662e-5
44,-1.0048933967063516,1.2809193215491794e-5
45,-1.004893396786617,1.727843679867034e-5
46,-1.0048933968204146,5.715676670203265e-6
47,-1.0048933968472786,9.59664222589027e-6
48,-1.0048933968627862,6.218917036350078e-6
49,-1.004893396870269,5.163594572420084e-6
50,-1.004893396875423,7.661138748619217e-6
51,-1.0048933968788016,2.5827605401676194e-6
52,-1.004893396883148,5.6793201994633026e-6
53,-1.0048933968872604,6.502358555684071e-6
54,-1.004893396889887,5.5285499295796355e-6
55,-1.0048933968910614,6.7579430202251396e-6
56,-1.0048933968920024,3.023671821237964e-6
57,-1.0048933968929599,1.0082553436798645e-6
58,-1.0048933968939484,2.1325827214333044e-6
59,-1.0048933968944405,1.675763406188347e-6
60,-1.0048933968946183,1.500224370957184e-6
61,-1.0048933968947915,1.3226302834597706e-6
62,-1.0048933968948943,1.0092512982575875e-6
63,-1.0048933968950373,5.762277170721883e-7
