iter,dual_obj,r
0,-1.0000000000000007,0.005933381499317628
1,-1.0199125194945482,0.5312654751866641
2,-1.0227656329351087,0.3690763878768481
3,-1.0238376871421053,0.4488176700964137
4,-1.0239823289568986,0.1554464068299866
5,-1.024445066184425,0.12895108144296596
6,-1.0244961682771936,0.004986900181410986
7,-1.0245843921261986,0.011358164200010845
8,-1.0245887118001855,0.006200167965063369
9,-1.0245883702307501,0.012839819606982855
10,-1.0245890813656013,0.008969467376906043
11,-1.0245896678722657,0.01070295369223856
12,-1.0245899604477953,0.0051482127130113575
13,-1.0245912519910707,0.006111804614581329
14,-1.02459146433121,0.004534689861005914
15,-1.0245919007526423,0.006429117173733512
16,-1.0245917722143538,0.0035462771176366648
17,-1.024592013281924,0.0018869575486743506
18,-1.024591994850553,0.001455608305735434
19,-1.0245920120708996,0.001266121161429934
20,-1.0245920466663885,0.0017094041102019841
21,-1.024592042286322,0.0007764940606065918
22,-1.024592038788238,0.0005882381173497597
23,-1.0245920506672053,0.0012237284422011996
24,-1.0245920488528315,0.0002979244591749808
25,-1.024592049035132,0.0004601316057188942
26,-1.024592052996724,0.00038678992617902086
27,-1.024592052804509,0.00026508955565687775
28,-1.0245920537101323,0.00018137916896981965
29,-1.024592054552332,0.00030631586438101266
30,-1.024592054707395,0.00020686398289970764
31,-1.024592054843171,0.0002149808220391347
32,-1.0245920525727648,0.00035588677192843754
33,-1.0245920561460307,0.0005460063085561684
34,-1.0245920559635542,0.00021000311068516964
35,-1.024592056621104,0.0006351180495386965
36,-1.0245920574289609,0.00014850707968319665
37,-1.0245920579967775,0.0006497613651370304
38,-1.0245920587223178,9.763123927572503e-5
39,-1.0245920596520006,0.0005789760889552409
40,-1.0245920602559377,3.354248510667457e-5
41,-1.0245920617372362,0.00036782040778549074
42,-1.024592062203411,5.121734545002199e-5
43,-1.0245920631482326,0.00030755877927440833
44,-1.0245920634500953,5.788339854595481e-5
45,-1.0245920638639778,2.994392602312379e-5
46,-1.0245920638884953,4.753919410660501e-5
47,-1.0245920638253623,5.22303009837799e-5
48,-1.024592063915335,0.00013343479022512317
49,-1.0245920638936787,0.0001038005653112295
50,-1.0245920636503234,0.0001064696443547064
51,-1.0245920622657554,0.0002518397619210855
52,-1.0245920636798294,0.0004738473711661806
53,-1.0245920634656365,0.0001613021364750833
54,-1.0245920632383791,0.00016442847716346964
55,-1.0245920549000525,0.0005905898773896634
56,-1.0245920625330995,0.001125456200323116
57,-1.0245920613244577,0.0003802888196428045
58,-1.0245920601892256,0.0003791355388530204
59,-1.0245920154894783,0.0013653523588229577
60,-1.0245920564265512,0.0025966950854553195
61,-1.0245920499571934,0.0008772660125036524
62,-1.0245920438800755,0.0008767263143749648
63,-1.0245918043801092,0.003157552262442409
64,-1.0245920237829684,0.006006194472687243
65,-1.0245919889949473,0.0020285520712414185
66,-1.0245919566608785,0.0020267704154687816
67,-1.0245920375107849,0.00263445514938912
68,-1.024592011491547,0.001578418780642521
69,-1.0245919039397562,0.0024763382971112746
70,-1.0245920434873188,0.004610728670364106
71,-1.0245920173470975,0.0015589197721602444
72,-1.0245920064764722,0.0014809287300656393
73,-1.0245913022307742,0.005397620687416227
74,-1.024591946434493,0.010263409886765634
75,-1.024591843993354,0.0034663983118764785
76,-1.024591749734145,0.0034618405954856823
77,-1.0245919866640945,0.00450148955802987
78,-1.0245919104243613,0.002695336984079588
79,-1.0245915941305603,0.00423402019010205
80,-1.0245920040616496,0.007878843219916998
81,-1.0245919271751174,0.0026640020979916135
82,-1.024591895500391,0.0025303224613471564
83,-1.0245920224856098,0.0033461303846761825
84,-1.0245919810635884,0.0019753394636052024
85,-1.024591810856896,0.003103939934252231
86,-1.024592031604249,0.005769452122410645
87,-1.0245919903965568,0.001951759570301581
88,-1.0245919729929724,0.0018562824579957393
89,-1.024592041545851,0.002455461458761188
90,-1.0245920191895759,0.001449161396476828
91,-1.0245919274108068,0.0022768917644619413
92,-1.0245920464850262,0.004227428875503703
93,-1.0245920243254885,0.0014306588032380052
94,-1.024592014831272,0.0013618462191135605
95,-1.024591412503357,0.004967444860383141
96,-1.024591963568298,0.009419011396547605
97,-1.0245918765443618,0.0031829860706450164
98,-1.024591795149455,0.0031853555813214085
99,-1.0245919978634979,0.00414561875916053
100,-1.024591932656152,0.0024798997990510274
101,-1.0245916618694264,0.0038971400106107
102,-1.0245920127596417,0.0072314495413449975
103,-1.0245919473359657,0.0024465994836825045
104,-1.0245919196963436,0.0023290746640352022
105,-1.0245920284592547,0.0030825227903761854
106,-1.0245919929954195,0.0018180819292973327
107,-1.0245918470980793,0.002858085032383051
108,-1.0245920362737369,0.0052972108859916656
109,-1.0245920011689702,0.0017930848826928636
110,-1.0245919859748045,0.0017092812041120675
111,-1.0245910288918858,0.006236166900324275
112,-1.024591904870567,0.011805618859781042
113,-1.0245917667616278,0.003990248156617887
114,-1.024591637369101,0.003996839755227244
115,-1.024591959218767,0.005204943237604509
116,-1.0245918557158291,0.0031110684827613533
117,-1.0245914246257324,0.004893747937968984
118,-1.0245919827711902,0.009064452380998872
119,-1.0245918789323785,0.0030676558590518044
120,-1.0245918347735734,0.0029235252798307243
121,-1.0245920076368227,0.0038717010774172445
122,-1.0245919512878783,0.0022817458121484613
123,-1.024591718878589,0.0035899628029131547
124,-1.024592020016605,0.006640734252943675
125,-1.0245919642950247,0.002248626534239906
126,-1.0245919399422259,0.0021463466173550494
127,-1.0245920334582665,0.002843277285756063
128,-1.024592002982605,0.0016752327931880417
129,-1.0245918774228109,0.002635172903077021
130,-1.024592040181685,0.004868252369953363
131,-1.0245920101758186,0.0016491150136135058
132,-1.024591996842821,0.0015758173066201253
133,-1.024591172212248,0.005753586006130407
134,-1.024591927101922,0.010856388913674242
135,-1.0245918090695803,0.0036715856235747524
136,-1.0245916963306134,0.0036870022095903676
137,-1.0245919737449394,0.004806060309540561
138,-1.0245918845695898,0.0028697066058653853
139,-1.0245915127026342,0.0045157595382654125
140,-1.0245919940624435,0.008336357701610342
141,-1.0245919051451784,0.0028231806197897835
142,-1.0245918662050784,0.0026979180312399764
143,-1.0245920153913277,0.0035761976500564008
144,-1.024591966784408,0.002105485966458681
145,-1.0245917660114556,0.003314127710048298
146,-1.0245920260821357,0.006109522687131191
147,-1.0245919783037996,0.002070193756537747
148,-1.0245919568147697,0.0019815109256345886
149,-1.0245920376253346,0.002627373757185303
150,-1.0245920113035205,0.0015464372859496645
151,-1.024591902678695,0.002433751762726505
152,-1.0245920434373672,0.004480419926152057
153,-1.0245920176755976,0.001518799934230708
154,-1.0245920058971751,0.001455399447762351
155,-1.0245912916178572,0.005317828850027351
156,-1.024591945635694,0.00999791433943864
157,-1.024591844305966,0.0033833961932246415
158,-1.024591745484661,0.00340715291447935
159,-1.0245919858596786,0.0044458863893450384
160,-1.024591908627932,0.0026516993313819848
161,-1.024591586084529,0.004174406645363726
162,-1.0245920034763514,0.007677598430903765
163,-1.0245919269815194,0.0026020376680400137
164,-1.0245918924081283,0.0024941224103199044
165,-1.0245920218580686,0.0033093737464593986
166,-1.0245919797051224,0.0019462639784798008
167,-1.024591805284698,0.0030650129475603416
168,-1.0245920311392775,0.005628725350898811
169,-1.0245919899776772,0.001908755065188894
170,-1.024591970880163,0.0018326035369256033
171,-1.0245920411001355,0.0024324314015815585
172,-1.0245920182411021,0.0014300866465414563
173,-1.0245919237239898,0.002251832273867771
174,-1.024592046151823,0.004129281827380787
175,-1.0245920239270527,0.0014008702190510536
176,-1.0245920134446842,0.0013466105336508716
177,-1.0245913911399664,0.004924296683507606
178,-1.0245919610966443,0.009220620820745096
179,-1.0245918736834965,0.0031225942919402283
180,-1.0245917864791438,0.0031542384871973417
181,-1.0245919959682759,0.004120626395742122
182,-1.0245919286974,0.002454665110998455
183,-1.024591647242878,0.0038660327931815397
184,-1.0245920113295643,0.0070808123816038515
185,-1.0245919451904557,0.0024018204974986246
186,-1.0245919142580036,0.002309918954526591
187,-1.0245920272529028,0.0030683846789530955
188,-1.024591990481899,0.0018023460629862376
189,-1.0245918380135506,0.002839933766765529
190,-1.0245920353575797,0.005192965789339893
191,-1.0245919997146076,0.0017625408021202105
192,-1.0245919826064773,0.0016980024169806207
193,-1.0245909789910748,0.006211936805990276
194,-1.024591898647853,0.011600254665971838
195,-1.024591758189481,0.003930078046909341
196,-1.0245916170775526,0.003976409236238598
197,-1.0245919546567952,0.005199472381476833
198,-1.0245918463022274,0.003093815219430418
199,-1.0245913912610223,0.004878169832107676
200,-1.024591979298812,0.008908236082159487
201,-1.0245918729613082,0.0030233784265652763
202,-1.0245918224913741,0.0029132895670613557
203,-1.0245920048527168,0.0038734601386090084
204,-1.0245919455376706,0.002272717940014629
205,-1.024591698765411,0.003584669233141241
206,-1.024592017886725,0.006533960565690611
207,-1.0245919605587814,0.0022190789392197985
208,-1.0245919325423078,0.00214248865694891
209,-1.0245920497049597,0.0038465820149496954
210,-1.024592026606096,0.0013046778230587919
211,-1.0245920212544768,0.0012210204918663425
212,-1.0245920591783815,0.0021937901360961076
213,-1.024592051816881,0.0007462248509167435
214,-1.0245920498044092,0.0007002135717218971
215,-1.0245920623662037,0.0012587401672909393
216,-1.024592059932763,0.0004270022257722994
217,-1.0245920592635995,0.00040247120133951597
218,-1.024592063417838,0.000721589175681242
219,-1.0245920626130447,0.0002454864547893898
220,-1.024592062392161,0.0002306095733248803
221,-1.0245920637647998,0.0004138845492331067
222,-1.024592063499828,0.00014047798476496398
223,-1.024592063425301,0.00013257340173750132
224,-1.024592063879644,0.00023729922385257174
225,-1.0245920637920223,8.075026305243149e-5
226,-1.0245920637672736,7.600451916903173e-5
227,-1.0245920639175914,0.00013617864987516826
228,-1.024592063888682,4.623550261789733e-5
229,-1.0245920638803714,4.370822086721682e-5
230,-1.0245920639301551,7.807874085949407e-5
231,-1.024592063920597,2.658874631603081e-5
232,-1.0245920639178256,2.505559969187554e-5
233,-1.0245920639343145,4.4836299000594604e-5
234,-1.0245920639311565,1.5216421605790398e-5
235,-1.0245920639302288,1.4427652544779512e-5
236,-1.0245920639356942,2.5694677522447584e-5
237,-1.0245920639346502,8.768045520274326e-6
238,-1.0245920639343424,8.254002632296364e-6
239,-1.0245920639361539,1.4772429698078904e-5
240,-1.0245920639358086,5.0005347219661545e-6
241,-1.0245920639357082,4.768697858315019e-6
242,-1.0245920639363082,8.441813826309819e-6
243,-1.0245920639361945,2.898135451567807e-6
244,-1.0245920639361632,2.7039140521045724e-6
245,-1.0245920639363617,4.858856144596135e-6
246,-1.0245920639363244,1.6303602908829262e-6
247,-1.0245920639363164,1.5708632865041317e-6
248,-1.0245920639363821,2.734305677654092e-6
249,-1.0245920639363697,9.564156032426663e-7
