iter,dual_obj,r,f_evals,∇f_evals
0,-1.0000000000000007,0.0008870135158990689,1,1
1,-1.0375749375275527,1.3814079085433737,11,11
2,-1.0746457040680941,3.362829876266866,15,15
3,-1.0765278073175928,0.7573045138189228,22,22
4,-1.08788711569495,1.5173940256254999,27,27
5,-1.0901599632492887,0.06732415176204118,30,30
6,-1.0901595095252206,0.011840075756302665,35,35
7,-1.0902767273081282,0.025127488562740996,41,41
8,-1.0902837206034084,0.016854548430182553,44,44
9,-1.0902858243716813,0.0031326385781677013,50,50
10,-1.0902863559102651,0.016704153820769813,54,54
11,-1.0902863846105255,0.0023759182492295305,60,60
12,-1.0902886969902155,0.012539361109141306,65,65
13,-1.0902887885055867,0.004449248276418377,70,70
14,-1.0902892227382064,0.0053583765481169665,75,75
15,-1.090290181168212,0.0007717287709219367,79,79
16,-1.09029022593191,0.0035187733264326615,83,83
17,-1.090290024146681,0.0045531402051717795,111,111
18,-1.0902906074292975,0.00732073261377203,116,116
19,-1.0902905722347298,0.0025932728649168124,121,121
20,-1.0902904459514233,0.0029426620520364155,140,140
21,-1.0902907023970623,0.003894639740012834,145,145
22,-1.0902906753443666,0.0014294652602441227,150,150
23,-1.0902906398909713,0.0016024322244084788,167,167
24,-1.0902907184745847,0.002249544982774798,172,172
25,-1.0902907118618606,0.0007855500302818841,177,177
26,-1.0902906964528936,0.0009443164391555181,194,194
27,-1.090290724652419,0.0012666455911594932,199,199
28,-1.090290722313941,0.0004412224691001665,204,204
29,-1.0902907172724174,0.0005530685179717942,225,225
30,-1.0902907266458879,0.0007299014253994429,230,230
31,-1.0902907258976202,0.0002628473413545107,235,235
32,-1.0902907241463335,0.00031690021096916765,249,249
33,-1.090290727342424,0.0004226926046662083,254,254
34,-1.090290727093414,0.00014879709221340964,259,259
35,-1.0902907264948518,0.000185509412849727,281,281
36,-1.0902907275763063,0.00024293398754693385,286,286
37,-1.0902907274926,8.754171537969646e-5,291,291
38,-1.090290727289564,0.00010631314613679388,310,310
39,-1.0902907276556517,0.00013947414324635976,315,315
40,-1.090290727628426,4.9594522926216245e-5,320,320
41,-1.090290727558974,6.159550801371205e-5,336,336
42,-1.0902907276824774,7.949227303638562e-5,341,341
43,-1.0902907276735627,2.8669304047407307e-5,346,346
44,-1.0902907276501432,3.525195763889877e-5,366,366
45,-1.0902907276915959,4.5530544181993093e-5,371,371
46,-1.0902907276887217,1.6225054555119023e-5,376,376
47,-1.0902907276809217,2.037963435505552e-5,389,389
48,-1.0902907276947706,2.5716331119224334e-5,394,394
49,-1.0902907276938496,9.422478139675672e-6,399,399
50,-1.0902907276913676,1.1428501578397698e-5,411,411
51,-1.0902907276959453,1.4587698744017441e-5,416,416
52,-1.0902907276956704,5.175601192120016e-6,421,421
