iter,dual_obj,r,Δ,Δₐ_Δₚ,cgits,cgmsg
0,-1.0000000000000007,0.5785867618098698,1.0,0.0,0,
1,-1.0069345000732395,0.057456091225523254,1.0,0.9779547480725639,1,✓
2,-1.0132397179535504,0.004170232552167624,1.0,1.0078092284020934,3,✓
3,-1.0132411338571035,0.00011336267801093649,1.0,1.0003579011776698,2,✓
4,-1.0132411946627546,9.17738357477948e-7,1.0,0.9999997520854403,3,✓
