iter,dual_obj,r,Δ,Δₐ_Δₚ,cgits,cgmsg
93,-100445.2044203066,6.551845897724343,309.5873617101161,0.25353292603747063,1,⊕
94,-100621.6405969435,6.480584193904907,309.5873617101161,0.08908908924564594,1,⊕
95,-100649.65819765134,5.279993283334369,309.5873617101161,0.014306483980890095,1,⊕
96,-100966.83679514899,6.426839507586405,309.5873617101161,0.19989865290340295,1,⊕
97,-101117.20058843573,6.4325003793892925,309.5873617101161,0.07743741148031379,1,⊕
98,-101484.55780737007,8.552479573677422,309.5873617101161,0.18901850953405314,1,⊕
99,-101851.00279260513,7.232366337154799,309.5873617101161,0.1409502768970168,1,⊕
100,-101859.51422674087,6.068839628567788,309.5873617101161,0.009541068419663535,1,⊕
101,-101963.92024701083,5.0249184046447,309.5873617101161,0.057023992934360446,1,⊕
102,-102020.80573630038,7.035324306897602,309.5873617101161,0.03772925164810324,1,⊕
103,-102064.12644620788,6.916076419273953,309.5873617101161,0.04168619175778503,1,⊕
104,-102288.82151314392,6.247705121196671,309.5873617101161,0.10734485095355731,1,⊕
105,-102411.098312098,8.025092371222987,309.5873617101161,0.06482402181091859,1,⊕
106,-102415.50729089433,4.9342305261884665,309.5873617101161,0.0018095207692342568,1,⊕
107,-102427.93463304461,8.7170267605461,309.5873617101161,0.04223333479215109,1,⊕
108,-102440.45784122346,4.929171308132014,309.5873617101161,0.006765740983024438,1,⊕
109,-102455.18103674724,6.191194603199177,309.5873617101161,0.009960980502601885,1,⊕
110,-102514.16141395454,6.181392789546906,309.5873617101161,0.03156067229157111,1,⊕
111,-102520.40711133825,6.227060244241255,309.5873617101161,0.011776762526127074,1,⊕
112,-102520.40711133825,6.227060244241255,16.666695769440604,-0.26482128250764064,1,⊕
113,-102520.40711133825,6.227060244241255,0.8972548050304106,-1.0004323623377522,1,⊕
114,-102525.99396852916,6.22616297808481,1.345882207545616,0.9999999996754196,1,⊕
115,-102534.37263449653,6.2238900713802385,2.018823311318424,0.9999868452504651,1,⊕
116,-102539.0850357926,6.95780254916758,2.018823311318424,0.37557918510501137,1,⊕
117,-102543.00348945908,6.223096504185381,2.018823311318424,0.28025631627171654,1,⊕
118,-102548.72860689613,6.95031695825238,2.018823311318424,0.45598210548284146,1,⊕
119,-102551.63235755301,6.221922434533566,2.018823311318424,0.20956532833604835,1,⊕
120,-102558.36092590426,6.932344093685112,2.018823311318424,0.535848631999104,1,⊕
121,-102560.27127142495,6.220610197622718,2.018823311318424,0.14129102841782706,1,⊕
122,-102567.98029602584,6.88728796157736,2.018823311318424,0.613995628778587,1,⊕
123,-102568.95170517657,6.219242045628329,2.018823311318424,0.0767793674001103,1,⊕
124,-102577.58245674042,6.780300096348975,2.018823311318424,0.6875333279191385,1,⊕
125,-102577.74862132722,6.217837191853654,2.018823311318424,0.015652979916531858,1,⊕
126,-102587.16083563224,6.57269533129115,2.018823311318424,0.7499447747933573,1,⊕
127,-102587.38095842495,6.216211547286479,2.018823311318424,0.03319272767110657,1,⊕
128,-102594.4483547837,6.91616533067142,2.018823311318424,0.5633208192669659,1,⊕
129,-102595.99694560739,6.214877806471916,2.018823311318424,0.11651907701869316,1,⊕
130,-102604.02787327932,6.854477910821202,2.018823311318424,0.6402125028777348,1,⊕
131,-102604.67395920314,6.2135003481002515,2.018823311318424,0.05339571453855453,1,⊕
132,-102613.58803461112,6.7152422353559675,2.018823311318424,0.7107548419298259,1,⊕
133,-102614.12629540148,6.211873908180472,2.018823311318424,0.06353862540773614,1,⊕
134,-102620.83838584434,6.92322573677718,2.018823311318424,0.5353988761455634,1,⊕
