iter,dual_obj,r,f_evals,∇f_evals
0,-0.9999999999999996,0.011646066876840572,1,1
1,-1.0008487457231698,0.5575140567529238,6,6
2,-1.0134445580128797,0.023669521176032163,9,9
3,-1.0153062489592573,0.08823795481309091,44,44
4,-1.0211946393598321,0.01693576352402104,49,49
5,-1.025321142599675,0.10785010990678799,54,54
6,-1.0266278899145438,0.022186782837094743,59,59
7,-1.0331028107555784,0.18971549595261322,64,64
8,-1.0349631837081827,0.028019467626961614,69,69
9,-1.0513123854927513,0.08751842105318672,74,74
10,-1.0529156286537695,0.02702490602450247,78,78
11,-1.0572423602833627,0.03549004050563043,83,83
12,-1.0602581276544796,0.06031732691596358,91,91
13,-1.0635129010478561,0.029451135039961995,95,95
14,-1.0635122481809285,0.05340509715874964,107,107
15,-1.0688181221067348,0.06213201603382751,111,111
16,-1.1481644481685525,0.03178121825845547,116,116
17,-1.1481721840659809,0.03574580868203816,120,120
18,-1.1541315194824087,0.057298140290598,123,123
19,-1.1563296903686968,0.03942097719393963,127,127
20,-1.1591895810548092,0.13237822752329445,131,131
21,-1.159819283987881,0.04014177258949248,135,135
22,-1.1650877391176806,0.035028387244494225,140,140
23,-1.1653348215886936,0.039902728768783924,143,143
24,-1.1662102913936625,0.03145310093267356,147,147
25,-1.1662679424461544,0.026814844330417028,150,150
26,-1.16633134282805,0.033861759017467394,154,154
27,-1.1716969984196357,0.06590765555884366,160,160
28,-1.1718438662340205,0.03232082226236493,164,164
29,-1.1808924978600999,0.08680435111190339,169,169
30,-1.1826655196864007,0.027257450340451062,173,173
31,-1.196568596470346,0.07648147303006664,178,178
32,-1.2012430730336945,0.024132516358732144,184,184
33,-1.2131250879098374,0.09864827199661602,187,187
34,-1.2295449409562274,0.046223298879124235,191,191
35,-1.2395169088746556,0.0519830684128306,195,195
36,-1.242526488160152,0.03747105611775521,198,198
37,-1.2478143167472702,0.05037080077649819,201,201
38,-1.2501319485650733,0.03695891139921944,205,205
39,-1.251474946153234,0.03935725568235493,209,209
40,-1.2670088844104406,0.09683718946174655,215,215
41,-1.2735580250545446,0.024447647089132225,219,219
42,-1.2927324829240519,0.4122105672944194,223,223
43,-1.2963242519310612,0.020562881570984633,227,227
44,-1.309871170264259,0.046336756566119304,230,230
45,-1.3240495084192112,0.05385461175437912,233,233
46,-1.3465242727936158,0.05071944351870472,236,236
47,-1.379769803395682,0.01021082787894989,239,239
48,-1.4150950219933875,0.02720271844539222,242,242
49,-1.4180880714109492,0.02717244454926497,244,244
50,-1.425612928925105,0.026022761745389915,247,247
51,-1.426347594984442,0.01508098158785773,249,249
