iter,dual_obj,r,f_evals,∇f_evals
0,-1.0000000000000007,0.15819688726245815,1,1
1,-1.004597405739574,3.8924270444200553,3,3
2,-1.0046686975768784,0.17171753823672384,7,7
3,-1.0050006113272931,0.027440817992493483,13,13
4,-1.0050002347659017,0.023216289722142347,19,19
5,-1.0050052280839672,0.02089636934969122,26,26
6,-1.0050069093726224,0.016257736499549036,30,30
7,-1.0050075885557175,0.007103503232099018,34,34
8,-1.0050077080788227,0.004496020381511506,38,38
9,-1.0050078378610043,0.003609682402983927,43,43
10,-1.005007969043275,0.003258041407637857,47,47
11,-1.0050079971678414,0.0015588217683161487,51,51
12,-1.0050080218816164,0.001173242760636517,54,54
13,-1.0050080267264034,0.0002725257485934329,58,58
14,-1.0050080269111152,7.7997585598788e-5,62,62
15,-1.005008026916391,5.698380328270081e-5,68,68
16,-1.0050080269622723,6.169693683391597e-5,72,72
17,-1.0050080269557506,2.5536360357597543e-5,76,76
18,-1.0050080269530817,2.78814082520229e-5,85,85
19,-1.0050080269637873,3.162118840252526e-5,89,89
20,-1.0050080269625452,1.4224274639984547e-5,93,93
21,-1.0050080269645456,3.0447655866572276e-6,98,98
