iter,dual_obj,r,f_evals,∇f_evals
0,-0.9999999999999997,1.9441764492830325,1,1
1,-8.098436282363154e6,1.1791799115096082,11,11
2,-8.56677730629139e6,1.220016109155643,15,15
3,-8.891747513172178e6,0.865195895526297,19,19
4,-9.336613273208745e6,1.0903891324095514,23,23
5,-9.64206599380905e6,0.9371055131473026,27,27
6,-9.729791201051619e6,0.9956784339747797,32,32
7,-9.95401459548204e6,0.923490184529582,37,37
8,-9.959828696608007e6,0.8249501940009865,46,46
9,-1.0044037745470587e7,0.8941099487391706,50,50
10,-1.0044031951422872e7,0.9877363666436311,75,75
11,-1.0115706523082301e7,0.7003650693330579,79,79
12,-1.0132244517489651e7,0.9832318062615223,83,83
13,-1.0157259742044773e7,0.9307851106236834,86,86
14,-1.016630378234858e7,0.9799591085501054,89,89
15,-1.0181135609868357e7,0.9272485812666902,93,93
16,-1.018112725487096e7,0.9794187321090826,109,109
17,-1.018337828949456e7,0.995744694618282,114,114
18,-1.0231988133773003e7,0.6890871331341855,119,119
19,-1.0231981981304485e7,0.9659216144008865,139,139
20,-1.0242478367196172e7,0.9066258701586315,145,145
21,-1.0254819215747528e7,0.9572606575170617,150,150
22,-1.0261516103084905e7,0.9872618425832569,153,153
23,-1.026243513595923e7,0.9432036593513389,156,156
24,-1.0263944000972152e7,0.9873691607872921,160,160
25,-1.0276454304570481e7,0.9857111259694502,166,166
26,-1.02918977378904e7,0.9317207185422556,169,169
27,-1.029666055019537e7,0.9577278782609747,173,173
28,-1.0297685730677057e7,0.8572032075956433,177,177
29,-1.0312700492197596e7,0.8941182063518089,184,184
30,-1.0314182585088061e7,0.8721353618610775,187,187
31,-1.0317561005047124e7,0.9588721281822785,192,192
32,-1.031913538050012e7,0.9536313084324513,197,197
33,-1.031946927162306e7,0.9791387450284144,200,200
34,-1.0325928262092266e7,0.9684863031608353,204,204
35,-1.033046805890289e7,0.9645431545766938,209,209
36,-1.0331391511423247e7,0.907275412806722,213,213
37,-1.0335222488450624e7,0.9445172746511354,221,221
38,-1.0335870805758031e7,0.8806642906970696,229,229
39,-1.0340128675599158e7,0.9923446763763317,234,234
40,-1.034228961221854e7,0.8286748989823804,240,240
41,-1.0342897272924528e7,0.9564313999113445,251,251
42,-1.035056951435575e7,0.8704810808931422,257,257
43,-1.0355347052691177e7,0.8885592497463888,262,262
44,-1.0355360765434423e7,0.9734655250992673,273,273
45,-1.035583704450505e7,0.9824486133984924,280,280
46,-1.0357073904136933e7,0.9229234705915521,285,285
47,-1.035727145243255e7,0.7467458231646915,288,288
48,-1.0363790091904499e7,0.9556601020295626,291,291
49,-1.0368175407421129e7,0.9191704319484375,297,297
50,-1.0369265552203834e7,0.7425063809811876,300,300
51,-1.0371153346556267e7,0.8140832154371505,303,303
52,-1.0371939674704319e7,0.8898308575336968,312,312
53,-1.037461003874843e7,0.939342592553061,317,317
54,-1.0374600486461721e7,0.741409118983117,331,331
55,-1.0375889878752423e7,0.960234559790935,335,335
56,-1.037735500170038e7,0.8882842313154554,340,340
57,-1.0377348080991857e7,0.9694843230583772,352,352
58,-1.037859270660209e7,0.7373437733209278,356,356
59,-1.0378686215409819e7,0.9692823485397776,365,365
