iter,dual_obj,r,Δ,Δₐ_Δₚ,cgits,cgmsg
0,-0.9999999999999996,0.39830752629073624,1.0,0.0,0,
1,-1.000321063381885,0.03191013030112826,1.0,0.9996814674853898,7,✓
2,-1.0003281451403532,0.0023742211758152176,1.0,1.000000054010579,13,✓
3,-1.0003281695737614,9.284464973827317e-5,1.0,0.9999998152365546,15,✓
4,-1.0003281696275688,8.460411668309765e-7,1.0,0.9999193774923749,20,✓
