iter,dual_obj,r
0,-0.9999999999999996,0.032225543001806425
1,-1.000237693397258,1.6726585292235456
2,-1.0002372289263866,0.07441246295143845
3,-1.0002615397706887,0.18779305895145365
4,-1.0002835798905392,0.03938131810398518
5,-1.000289293886193,0.05811023350883859
6,-1.0002958162652666,0.020830122795169555
7,-1.0003001468349138,0.038561504506323785
8,-1.0003051513977779,0.02325011264696253
9,-1.000310917450692,0.02966819907839647
10,-1.0003144541578324,0.02136268641499063
11,-1.0003170020022507,0.010886233942433592
12,-1.0003183268382556,0.011407982792236336
13,-1.000324741637324,0.016786612872313283
14,-1.000325617438366,0.008070932652632722
15,-1.0003263126735784,0.025281864880513403
16,-1.0003267078235973,0.012352908828624878
17,-1.0003271338727462,0.009173321303609025
18,-1.0003278080228748,0.004864751621070237
19,-1.000327954097501,0.00826731823592785
20,-1.0003280271361077,0.0017603769431035479
21,-1.0003280726873682,0.001266774839831734
22,-1.0003281030932576,0.0023678454090242155
23,-1.0003281214215016,0.002231486572600303
24,-1.000328140898293,0.0006481561727573031
25,-1.0003281534796322,0.000991452921750331
26,-1.0003281592045916,0.0009750663991936747
27,-1.0003281620269937,0.0017458719912155413
28,-1.0003281635886225,0.0005107134029563956
29,-1.0003281659763372,0.0002867674953318028
30,-1.0003281675257258,0.00029486424049164937
31,-1.0003281682702914,0.00023173190099604548
32,-1.0003281686815824,0.00046669318447567346
33,-1.000328168942336,0.00015166140476471733
34,-1.0003281691949368,9.989322131854392e-5
35,-1.0003281693642696,0.0001005822922974463
36,-1.0003281694531545,0.0001567638833735764
37,-1.000328169510224,7.419244503902858e-5
38,-1.0003281695578405,5.215266276705828e-5
39,-1.0003281695715414,0.00015087063462984905
40,-1.0003281695895074,5.528169518238567e-5
41,-1.0003281696033335,4.7146438063979126e-5
42,-1.0003281696122988,1.8110478945229526e-5
43,-1.0003281696185788,1.0815114390459172e-5
44,-1.0003281696220447,2.624923208720698e-5
45,-1.0003281696233233,2.3474785677210712e-5
46,-1.000328169625048,8.688373550481602e-6
47,-1.000328169626099,8.139423342096231e-6
48,-1.0003281696267192,7.617709491769967e-6
49,-1.0003281696270505,9.248067835469938e-6
50,-1.000328169627261,3.4973722441581185e-6
51,-1.000328169627361,9.85374460856668e-6
52,-1.0003281696274058,2.2982762928914705e-6
53,-1.000328169627475,1.7382548362775301e-6
54,-1.0003281696275168,1.5837865401015333e-6
55,-1.0003281696275386,1.9290376645470112e-6
56,-1.0003281696275517,9.825719147594604e-7
