iter,dual_obj,r,Δ,Δₐ_Δₚ,cgits,cgmsg
0,-0.9999999999999996,0.39830752629073624,1.0,0.0,0,
1,-1.0000008388655965,0.032984357801386914,1.0,0.9999999937120314,7,✓
2,-1.0000008565420233,0.0025299825035232,1.0,0.9999997406731186,13,✓
3,-1.0000008566139023,0.00010063197886449495,1.0,0.999929547091038,15,✓
4,-1.0000008566140717,8.229520954934324e-7,1.0,0.987022237934332,20,✓
